CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014;
07002X0011/HY;01311;PREMILLIEU;01;AERM&C;929;;01311_ _FRDG149;898612,5115;6532835,916;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06257X0002/320A;01320;REPLONGES;01;AERM&C;172;17;01320_FRDG505_FRDG361;842211,3363;6581106,444;DG361;DG361;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;;oui;oui;oui;oui;oui;oui;oui;
06257X0138/P00477;01320;REPLONGES;01;AERM&C;172;;01320_FRDG505_FRDG361;842091,1355;6578990,51;DG361;DG361;Hors RCS et RCO;;;;;;;;oui;;;;;;
06257X0137/P00476;01320;REPLONGES;01;AERM&C;172;;01320_FRDG505_FRDG361;843003,6108;6581996,334;DG361;DG361;Hors RCS et RCO;;;;;;oui;;;;;;;;
06508X0025/F1;01328;ROMANS;01;AERM&C;237;36.5;01328_FRDG177_FRDG525;854697,8331;6559975,312;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;;oui;;;;;;;
07003X0006/329A;01329;ROSSILLON;01;AERM&C;339;25.8;01329_ _FRDG149;899330,0684;6529708,534;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06991X0002/P;01342;SAINTE-CROIX;01;AERM&C;241;30;01342_FRDG177_FRDG525;860463,4137;6535607,63;DG177;DG525;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06502X0199/P00552;01348;SAINT-DIDIER-SUR-CHALARONNE;01;AERM&C;172;;01348_FRDG225_FRDG361;838478,3071;6565652,145;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
06502X0170/348A;01348;SAINT-DIDIER-SUR-CHALARONNE;01;AERM&C;172;;01348_FRDG225_FRDG361;839007,4489;6569226,584;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
06288X0078/354B;01354;SAINT-GENIS-POUILLY;01;AERM&C;470;;01354_FRDG208_FRDG517;933283,1734;6576292,949;DG517;DG517;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;
07007X0004/358E;01358;SAINT-GERMAIN-LES-PAROISSES;01;AERM&C;338;;01358_ _FRDG149;903685,5285;6522097,003;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06533X0054/91;01360;SAINT-JEAN-DE-GONVILLE;01;AERM&C;487;8;01360_FRDG231_FRDG517;927897,0255;6572040,429;;DG517;Hors RCS et RCO;;;;;;;oui;;;;;;;
06993X0140/P;01361;SAINT-JEAN-DE-NIOST;01;AERM&C;205;18;01361_FRDG240_FRDG390;872927,5259;6527771,699;DG390;DG390;Hors RCS et RCO;;;;;RCOseul;oui;;oui;;;;;;
06754X0053/F1;01363;SAINT-JEAN-LE-VIEUX;01;AERM&C;245;20;01363_FRDG240_FRDG389;882288,4254;6550955,42;;DG389;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
06526X0067/P;01373;SAINT-MARTIN-DU-FRENE;01;AERM&C;528;28;01373_ _FRDG149;900163,3273;6562472,775;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06984X0025/HY;01376;SAINT-MAURICE-DE-BEYNOST;01;AERM&C;225;;01376_FRDG177_FRDG525;853455,0733;6529283,978;DG177;DG525;RCO Seul;;RCOseul;RCOseul;RCOseul;RCOseul;oui;;oui;;;oui;oui;;
06984C0012/376A;01376;SAINT-MAURICE-DE-BEYNOST;01;AERM&C;230;;01376_FRDG177_FRDG525;852127,1761;6530352,399;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
06992X0108/378A;01378;SAINT-MAURICE-DE-GOURDANS;01;AERM&C;189;15;01378_FRDG240_FRDG326;865947,7146;6526050,433;DG326;DG326;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui;
06757X0064/P;01379;SAINT-MAURICE-DE-REMENS;01;AERM&C;232;;01379_FRDG240_FRDG389;877286,9598;6543757,255;DG389;DG389;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06757X0063/379B;01379;SAINT-MAURICE-DE-REMENS;01;AERM&C;223;24.4;01379_FRDG240_FRDG389;875231,6049;6542342,401;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06765X0015/F;01384;SAINT-RAMBERT-EN-BUGEY;01;AERM&C;280;16.4;01384_ _FRDG149;891128,8894;6539624,526;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06512X0034/P2;01385;SAINT-REMY;01;AERM&C;220;14;01385_FRDG212_FRDG177;867743,5609;6567825,17;DG177;DG177;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06994X0036/P;01386;SAINT-SORLIN-EN-BUGEY;01;AERM&C;225;9.1;01386_ _FRDG149;884803,6748;6535576,357;DG326;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06997X0196/SCE;01390;SAINT-VULBAS;01;AERM&C;198;;01390_FRDG240_FRDG326;875813,0914;6524139,548;DG390;DG326;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
06993X0099/SR1;01390;SAINT-VULBAS;01;AERM&C;200;;01390_FRDG240_FRDG390;877847,2443;6530027,406;DG390;DG390;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06264X0005/HY;01391;SALAVRE;01;AERM&C;257;;01391_ _FRDG140;880236,6915;6587272,757;DG140;DG140;Hors RCS et RCO;;;;;;oui;;;;;;;;
06264X0004/S;01391;SALAVRE;01;AERM&C;268;;01391_ _FRDG140;881368,9818;6588360,595;DG140;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06522X0005/HY;01392;SAMOGNAT;01;AERM&C;419;;01392_ _FRDG149;899609,1301;6574578,717;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06994X0037/P;01396;SAULT-BRENAZ;01;AERM&C;198;;01396_FRDG149_FRDG326;884924,6966;6532532,689;DG326;DG326;Hors RCS et RCO;;;;;;oui;oui;;;;;;;
07001X0284/F;01396;SAULT-BRENAZ;01;AERM&C;204;;01396_FRDG149_FRDG326;885364,9778;6532656,753;;DG326;Hors RCS et RCO;;;;;;;oui;;;;;;;
07006X0023/HY;01400;SEILLONNAZ;01;AERM&C;440;;01400_ _FRDG149;894253,8386;6525639,999;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
07001X0271/403A;01403;SERRIERES-DE-BRIORD;01;AERM&C;216;;01403_FRDG149_FRDG326;889773,6741;6526974,566;DG326;DG326;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06525X0068/F;01404;SERRIERES-SUR-AIN;01;AERM&C;270;18.3;01404_ _FRDG149;887810,4763;6563156,213;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
07001X0275/411;01411;SOUCLIN;01;AERM&C;660;;01411_ _FRDG149;886182,7373;6533892,024;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06504X0018/F;01412;SULIGNAT;01;AERM&C;210;76;01412_FRDG177_FRDG525;849487,1874;6564303,266;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
07004X0024/415A;01415;TALISSIEU;01;AERM&C;235;;01415_FRDG511_FRDG330;909916,4278;6532928,355;DG330;DG330;Hors RCS et RCO;;;;;;;;oui;;;;;;
06766X0026/416A3;01416;TENAY;01;AERM&C;445;;01416_ _FRDG149;895159,0377;6542319,349;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
07003X0016/417A2;01417;THEZILLIEU;01;AERM&C;816;;01417_ _FRDG149;899975,2357;6536923,69;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06984D0003/F;01418;THIL;01;AERM&C;180;19.75;01418_FRDG240_FRDG326;857786,3073;6527002,033;DG326;DG326;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;;;;;;;;oui;
06533X0077/SCE;01419;THOIRY;01;AERM&C;489;;01419_FRDG208_FRDG517;929553,2719;6574090,654;;DG517;;;;;;RCSseul;;;;;;;;oui;
06765X0020/421A1;01421;TORCIEU;01;AERM&C;355;;01421_ _FRDG149;885949,7872;6540434,324;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06518X0028/F;01422;TOSSIAT;01;AERM&C;260,5;39;01422_FRDG177_FRDG342;876891,5312;6560747,661;DG342;DG342;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06984A0278/P0057;01424;TRAMOYES;01;AERM&C;293;;01424_FRDG177_FRDG525;852077,1657;6531627;DG177;DG525;Hors RCS et RCO;;;;;;oui;;;;;;;;
06746X0067/427A2;01427;TREVOUX;01;AERM&C;173;;01427_FRDG225_FRDG361;836902,275;6539192,638;DG361;DG361;Hors RCS et RCO;;;;;RCOseul;oui;;oui;;;;;;
06758X0062/HY;01431;VAUX-EN-BUGEY;01;AERM&C;170;;01431_ _FRDG149;884135,5739;6538301,231;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06268X0017/SCE;01432;VERJON;01;AERM&C;230;;01432_ _FRDG140;880456,1664;6586423,925;DG140;DG140;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;;;;oui;;
06755X0001/F;01434;VERSAILLEUX;01;AERM&C;282;24.7;01434_FRDG177_FRDG525;861909,5241;6546093,937;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
06284X1010/HY;01436;VESANCY;01;AERM&C;700;;01436_FRDG208_FRDG517;937256,7286;6588543,234;DG517;DG517;Hors RCS et RCO;;;;;;;oui;;;;;;;
06284X1031/P00894;01436;VESANCY;01;AERM&C;700;;01436_FRDG208_FRDG517;937502,756;6587703,807;DG517;DG517;Hors RCS et RCO;;;;;;;;oui;;;;;;
06526X0066/HY;01441;VIEU-D'IZENAVE;01;AERM&C;590;;01441_ _FRDG149;896259,9146;6557053,104;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06744X0012/443A;01443;VILLARS-LES-DOMBES;01;AERM&C;282;18;01443_FRDG177_FRDG525;857623,4197;6547771,694;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06744X0003/P2;01443;VILLARS-LES-DOMBES;01;AERM&C;279;28.5;01443_FRDG177_FRDG525;856355,3366;6544286,289;DG177;DG525;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
07001X0268/HY;01444;VILLEBOIS;01;AERM&C;480;;01444_ _FRDG149;891571,4768;6530324,511;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
07001X0009/S;01444;VILLEBOIS;01;AERM&C;217;25;01444_ _FRDG149;890258,1912;6529197,27;;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06753X0004/F;01449;VILLETTE-SUR-AIN;01;AERM&C;225;6.2;01449_FRDG240_FRDG389;875871,9196;6545622,868;DG389;DG389;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
06757X0009/F;01450;VILLIEU-LOYES-MOLLON;01;AERM&C;215;;01450_FRDG240_FRDG389;874313,1664;6539794,628;DG389;DG389;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
07003X0021/P00195;01452;VIRIEU-LE-GRAND;01;AERM&C;395;;01452_ _FRDG149;905243,7489;6530704,519;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07003X0011/452A2;01452;VIRIEU-LE-GRAND;01;AERM&C;355;;01452_ _FRDG149;903716,4309;6530990,417;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
07004X0028/453A1;01453;VIRIEU-LE-PETIT;01;AERM&C;1003;;01453_ _FRDG148;913549,8937;6537573,171;DG148;DG148;Hors RCS et RCO;;;;;;;;oui;;;;;;
06768X0014/453A5;01453;VIRIEU-LE-PETIT;01;AERM&C;727;;01453_ _FRDG511;911608,9523;6537217,919;DG148;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;;
00675X0006/P-C;02004;AGNICOURT-ET-SECHELLES;02;AESN;120;14.5;02004_FRHG218_FRHG206;771289,6961;6957969,229;;HG206;Hors RCS et RCO;;;;;;;oui;;;;;;;
01074X0002/F;02013;AMIFONTAINE;02;AESN;69;14.5;02013_FRHG218_FRHG207;769157,1406;6935069,5;;HG207;Hors RCS et RCO;;;;;;;oui;;;;;;;
00657X0048/F.AEP;02017;ANGUILCOURT-LE-SART;02;AESN;67;40;02017_FRHG218_FRHG206;732073,3378;6954570,494;;HG206;Hors RCS et RCO;;;;;;;;oui;;;;;;
01304X0090/F.AEP;02022;ARCY-SAINTE-RESTITUE;02;AESN;94;65;02022_FRHG218_FRHG106;734316,118;6905697,524;;HG106;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01304X0065/HY;02022;ARCY-SAINTE-RESTITUE;02;AESN;95;0;02022_FRHG218_FRHG106;737284,9118;6906848,111;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01306X0044/HY;02023;ARMENTIERES-SUR-OURCQ;02;AESN;94;;02023_FRHG218_FRHG105;728586,5609;6897321,603;HG105;HG105;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
00488X0042/F;02029;ATTILLY;02;AEAP;75;30;02029_ _FRAG013;710306,5269;6973119,057;AG013;AG013;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;;oui;;
00673X0087/P;02031;AUBENTON;02;AESN;173;6.27;02031_ _FRHG309;786473,3483;6971725,033;;HG309;Hors RCS et RCO;;;;;;oui;;;;;;;;
00667X0002/F;02039;AUTREMENCOURT;02;AESN;110;35;02039_FRHG218_FRHG206;756042,0536;6955149,192;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00492X0098/F;02057;BEAUREVOIR;02;AEAP;112;40;02057_ _FRAG010;724556,4088;6986832,604;;AG010;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00491X0066/P;02057;BEAUREVOIR;02;AEAP;142;52.68;02057_ _FRAG010;726534,5071;6988141,407;;AG010;Hors RCS et RCO;;;;;;;oui;;;;;;;
00493X0051/F;02061;BECQUIGNY;02;AEAP;161,37;120;02061_ _FRAG010;732200,1949;6990930,245;;AG010;Hors RCS et RCO;;;;;;;;oui;;;;;;
00491X0086/F;02065;BELLICOURT;02;AEAP;145;80;02065_ _FRAG013;716193,0584;6985003,076;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00655X0122/F;02066;BENAY;02;AESN;87;45;02066_FRHG218_FRAG013;721246,6397;6963129,777;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00655X0008/F;02066;BENAY;02;AESN;119;70;02066_FRHG218_FRAG013;721086,7337;6963187,78;;AG013;Hors RCS et RCO;;;;;;;;oui;;;;;;
01302X0032/HY;02082;BEUGNEUX;02;AESN;165;0;02082_FRHG218_FRHG105;729610,087;6904642,448;;HG105;Hors RCS et RCO;;;;;;oui;;;;;;;;
01303X0082/ST-PIE;02082;BEUGNEUX;02;AESN;188;;02082_FRHG218_FRHG105;729797,1957;6902345,537;;HG105;Hors RCS et RCO;;;;;;;oui;;;;;;;
01307X0117/SCE;02083;BEUVARDES;02;AESN;190;;02083_FRHG218_FRHG105;737369,5287;6891676,549;HG105;HG105;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
01075X0049/HY;02091;BLANZY-LES-FISMES;02;AESN;135;0;02091_FRHG207_FRHG106;748370,0018;6915884,044;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00493X0159/F2;02095;BOHAIN-EN-VERMANDOIS;02;AEAP;130;47;02095_ _FRAG010;730563,7936;6987812,201;;AG010;Hors RCS et RCO;;;;;;;oui;;;;;;;
00493X0083/P2;02095;BOHAIN-EN-VERMANDOIS;02;AEAP;138;52.2;02095_ _FRAG010;732318,0097;6989784,944;;AG010;Hors RCS et RCO;;;;;;;oui;;;;;;;
00844X0021/F;02097;BONCOURT;02;AESN;133;102.5;02097_FRHG218_FRHG206;769876,8276;6949334,887;;HG206;Hors RCS et RCO;;;;;;oui;;;;;;;;
00851X0009/PAEP;02097;BONCOURT;02;AESN;95;23.7;02097_FRHG218_FRHG206;769693,7565;6947982,001;;HG206;Hors RCS et RCO;;;;;;;oui;;;;;;;
01561X0066/HY;02099;BONNESVALYN;02;AESN;145;0;02099_FRHG218_FRHG105;723947,9321;6892241,214;;HG105;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00667X0032/HY;02101;BOSMONT-SUR-SERRE;02;AESN;95;0;02101_FRHG218_FRHG206;763725,7571;6960938,08;;HG206;Hors RCS et RCO;;;;;;oui;;;;;;;;
00515X0118/HY;02109;LA BOUTEILLE;02;AESN;150;;02109_FRHG309_FRHG214;770481,7935;6976727,146;HG214;HG214;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;oui;oui;oui;
01068X0176/F5;02110;BRAINE;02;AESN;52,5;24;02110_FRHG207_FRHG106;739388,5781;6915437,888;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01068X0211/F;02110;BRAINE;02;AESN;52;23.3;02110_FRHG207_FRHG106;739747,534;6914970,089;HG106;HG106;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;;oui;oui;oui;oui;oui;
00492X0085/PC;02112;BRANCOURT-LE-GRAND;02;AEAP;130;27.32;02112_ _FRAG010;726898,7023;6987184,819;;AG010;Hors RCS et RCO;;;;;;oui;;;;;;;;
01062X0067/HY;02118;BRAYE;02;AESN;65;0;02118_FRHG206_FRHG106;726969,0702;6924827,695;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
01066X0184/P;02131;BUCY-LE-LONG;02;AESN;44,7;7.5;02131_FRHG106_FRHG003;728337,9375;6919286,832;;HG003;Hors RCS et RCO;;;;;;oui;;;;;;;;
00844X0034/F;02133;BUCY-LES-PIERREPONT;02;AESN;107;44;02133_FRHG218_FRHG206;765273,7689;6951163,681;;HG206;Hors RCS et RCO;;;;;;;oui;;;;;;;
00504X0102/F;02141;LA CAPELLE;02;AESN;222;18.64;02141_ _FRB2G017;764797,9292;6987200,621;;B2G017;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00838X0006/F;02151;CERNY-LES-BUCY;02;AESN;87;45;02151_FRHG218_FRHG206;739241,2078;6942538,138;HG206;HG206;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;;;oui;;;;;
00675X0003/F;02160;CHAOURSE;02;AESN;152;39.9;02160_FRHG218_FRHG206;769622,8192;6955986,29;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
01575X1029/HY;02161;LA CHAPELLE-MONTHODON;02;AESN;124;;02161_FRHG218_FRHG103;746561,8485;6878986,395;;HG103;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
01575X1048/HY;02161;LA CHAPELLE-MONTHODON;02;AESN;126;;02161_FRHG218_FRHG103;748183,0074;6880534,838;;HG103;Hors RCS et RCO;;;;;;oui;;;;;;;;
00824X0122/F3;02173;CHAUNY;02;AESN;74;95;02173_FRHG205_FRHG106;714420,403;6947885,508;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00824X0011/F2;02173;CHAUNY;02;AESN;64,45;80;02173_FRHG205_FRHG106;716501,4644;6948252,697;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
01061X0047/HY;02175;CHAVIGNY;02;AESN;115;0;02175_FRHG206_FRHG106;721752,8707;6923852,391;;HG106;Hors RCS et RCO;;;;;;;oui;;;;;;;
00845X0018/HY;02177;CHERET;02;AESN;138;0;02177_FRHG206_FRHG106;749063,5585;6935815,687;HG106;HG106;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;oui;oui;oui;oui;oui;oui;
01311X0062/HY;02179;CHERY-CHARTREUVE;02;AESN;165;0;02179_FRHG207_FRHG106;743769,2829;6904718,249;;HG106;Hors RCS et RCO;;;;;;;;oui;;;;;;
01566X0244/P11;02186;CHEZY-SUR-MARNE;02;AESN;59;11;02186_FRHG218_FRHG103;727702,0513;6875332,191;;HG103;Hors RCS et RCO;;;;;;;oui;oui;;;;;;
01566X0229/C2;02186;CHEZY-SUR-MARNE;02;AESN;59;12.3;02186_FRHG218_FRHG103;727380,2681;6876141,103;;HG103;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;
01566X0228/C1;02186;CHEZY-SUR-MARNE;02;AESN;60;10.5;02186_FRHG218_FRHG103;728369,1055;6874355,81;;HG103;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;
01067X0194/F;02195;CIRY-SALSOGNE;02;AESN;46;22.45;02195_FRHG106_FRHG003;733763,2141;6921282,826;;HG003;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01067X0003/F;02195;CIRY-SALSOGNE;02;AESN;46;19.3;02195_FRHG106_FRHG003;734109,7176;6920253,193;;HG003;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
00838X0027/F;02196;CLACY-ET-THIERRET;02;AESN;68;6.75;02196_FRHG218_FRHG206;741843,5487;6939833,966;;HG206;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
00648X0008/F;02199;CLASTRES;02;AEAP;83;50;02199_FRHG218_FRAG013;718186,5575;6962468,928;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01307X0051/HY;02203;COINCY;02;AESN;105;0;02203_FRHG218_FRHG105;732047,7075;6897859,592;;HG105;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
01073X0001/F;02215;CORBENY;02;AESN;99;75;02215_FRHG218_FRHG207;760800,2082;6930745,713;;HG207;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00835X0095/F;02217;COUCY-LE-CHATEAU-AUFFRIQUE;02;AESN;59;91.5;02217_FRHG206_FRHG106;720939,7287;6935771,171;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01308X0036/HY;02227;COURMONT;02;AESN;129;0;02227_FRHG218_FRHG105;741877,684;6891659,605;;HG105;Hors RCS et RCO;;;;;;;oui;;;;;;;
01564X0007/P2;02228;COURTEMONT-VARENNES;02;AESN;62,1;5.15;02228_FRHG218_FRHG103;739701,6984;6886102,992;;HG103;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01564X0006/P1;02228;COURTEMONT-VARENNES;02;AESN;62,1;5.4;02228_FRHG218_FRHG103;739199,1925;6884991,693;;HG103;Hors RCS et RCO;;;;;;;oui;;;;;;;
00834X0024/F;02238;CREPY;02;AESN;89;150;02238_FRHG206_FRHG106;733724,5632;6942616,785;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00496X0002/PC;02240;CROIX-FONSOMMES;02;AEAP;103;44;02240_ _FRAG013;729372,7095;6981476,336;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00496X0004/PC;02240;CROIX-FONSOMMES;02;AEAP;136;57.08;02240_ _FRAG013;727974,0686;6980191,957;;AG013;Hors RCS et RCO;;;;;;;;oui;;;;;;
01076X0097/F;02250;CUIRY-LES-CHAUDARDES;02;AESN;55;31;02250_FRHG207_FRHG003;755721,2444;6921409,747;;HG003;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00832X0007/F;02260;DANIZY;02;AESN;71,91;92.5;02260_FRHG206_FRHG106;729529,521;6951526,585;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01302X0031/HY;02272;DROIZY;02;AESN;101;0;02272_FRHG218_FRHG106;728894,6931;6907718,796;;HG106;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00516X0061/P;02278;EPARCY;02;AESN;154;7.5;02278_ _FRHG309;777339,3074;6975242,978;;HG309;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
00516X0062/HY;02278;EPARCY;02;AESN;164;0;02278_ _FRHG309;777424,1951;6975197,585;;HG309;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00516X0063/HY;02278;EPARCY;02;AESN;164;0;02278_ _FRHG309;777244,6865;6976432,627;;HG309;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00666X0008/PC;02283;ERLON;02;AESN;76;23;02283_FRHG218_FRHG206;751869,9329;6960784,574;;HG206;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
00496X0016/F;02288;ESSIGNY-LE-PETIT;02;AEAP;118;92;02288_ _FRAG013;726219,3601;6976829,22;;AG013;Hors RCS et RCO;;;;;;;;oui;;;;;;
01566X0170/P9;02290;ESSOMES-SUR-MARNE;02;AESN;61,2;10.8;02290_FRHG218_FRHG103;728048,9648;6879989,205;;HG103;Hors RCS et RCO;;;;;;oui;;;;;;;;
01566X0131/SCE;02290;ESSOMES-SUR-MARNE;02;AESN;155;;02290_FRHG218_FRHG105;726678,4024;6882562,395;HG105;HG105;RCS;;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;;oui;oui;oui;oui;
00491X0018/PC;02291;ESTREES;02;AEAP;145;68.8;02291_ _FRAG010;720781,6577;6985204,971;;AG010;Hors RCS et RCO;;;;;;;;oui;;;;;;
00644X0077/F.AEP;02296;ETREILLERS;02;AEAP;88;33;02296_ _FRAG013;711261,1156;6971436,1;;AG013;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01081X0014/F;02299;EVERGNICOURT;02;AESN;65;17.35;02299_FRHG218_FRHG207;775243,2852;6928170,973;;HG207;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01308X0099/F;02305;FERE-EN-TARDENOIS;02;AESN;115;18.5;02305_FRHG218_FRHG105;737820,9679;6892596,793;;HG105;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;;
01308X0089/P;02305;FERE-EN-TARDENOIS;02;AESN;118;12.1;02305_FRHG218_FRHG105;737041,0659;6894087,418;HG105;HG105;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
